"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455129,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455130,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455131,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; C/ GAVETEIRO C/ 3 GAVE
",455132,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; COR OVO; DIM. 140X120X
",455133,CEI,119,11/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; COR OVO; DIM. 140X120X
",455134,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; COR OVO; DIM. 140X120X
",455135,CEI,,
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; COR OVO; DIM. 140X120X
",455136,CEI,113,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; COR OVO; DIM. 140X120X
",455137,CEI,120,23/8/2017
"MESA
","EM L; EM MDF; C/ ESTRUTURA EM ALUMINIO; C/ PES NIVELADORES; COR OVO; DIM. 140X120X
",455138,CEI,,
